cluster,AL,ACD,WTW,K1,K2
0,22.783594594594597,2.939405405405405,11.724527027027026,44.62358108108108,45.575162162162165
1,24.146637055837562,3.2638578680203048,12.210406091370558,42.38511421319797,43.23899746192894
