cluster,AL,ACD,WTW,K1,K2
0,0.7343781609815402,0.36597015188150445,0.349999679991076,1.2285591250987922,1.3154795482515556
1,1.0603587104913268,0.4243609023609833,0.3634765600715197,1.4368592609781665,1.3386369197968149
